FID,OBJECTID,DISTRICT_N,MUNICIPALI,VR_DISTRIC,WARD,PRECINCT,VOTERS,DISTRICT,VOTE_ID
44,438,DRUMORE TOWNSHIP,DRUMORE TOWNSHIP,4000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,170,
45,439,2,WEST DONEGAL TOWNSHIP,3902.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,160,
46,440,CONOY TOWNSHIP,CONOY TOWNSHIP,3700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,130,
47,441,WASHINGTON BOROUGH,MANOR TOWNSHIP,5805.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
48,442,CONESTOGA TOWNSHIP,CONESTOGA TOWNSHIP,3600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,120,
49,443,BOWMANSVILLE,BRECKNOCK TOWNSHIP,3001.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,40,
50,444,SMOKESTOWN,EAST COCALICO TOWNSHIP,3301.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,80,
51,445,5107,EAST LAMPETER TOWNSHIP,5107.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
52,446,WHITE HORSE,SALISBURY TOWNSHIP,6703.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,560,
53,447,STRASBURG TOWNSHIP,STRASBURG TOWNSHIP,6800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,580,
54,448,PARADISE TOWNSHIP,PARADISE TOWNSHIP,6100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,490,
55,449,CHRISTIANA BOROUGH,CHRISTIANA BOROUGH,1200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,60,
56,450,SADSBURY TOWNSHIP,SADSBURY TOWNSHIP,6600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,550,
57,451,EDEN TOWNSHIP,EDEN TOWNSHIP,4500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,230,
58,452,EAST DRUMORE TOWNSHIP,EAST DRUMORE TOWNSHIP,4100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,180,
59,453,COLERAIN TOWNSHIP,COLERAIN TOWNSHIP,3500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100,
60,454,8,LANCASTER TOWNSHIP,5308.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
61,455,8 WARD,CITY OF LANCASTER,808.000000000000000,8.000000000000000,8.000000000000000,0.000000000000000,338,
62,456,7 WARD,CITY OF LANCASTER,704.000000000000000,7.000000000000000,4.000000000000000,0.000000000000000,337,
63,457,LAMPETER,WEST LAMPETER TOWNSHIP,5201.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
64,458,FLORIN,MOUNT JOY BOROUGH,2302.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,450,
65,459,SPRINGVILLE,EAST DONEGAL TOWNSHIP,3802.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,150,
66,460,IRONVILLE,WEST HEMPFIELD TOWNSHIP,5003.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
67,461,6 WARD,COLUMBIA BOROUGH,1306.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110,
68,462,2 WARD,CITY OF LANCASTER,201.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,332,
69,463,4 WARD,CITY OF LANCASTER,401.000000000000000,4.000000000000000,1.000000000000000,985.000000000000000,334,
70,464,5 WARD,CITY OF LANCASTER,501.000000000000000,5.000000000000000,1.000000000000000,0.000000000000000,335,
71,465,5 WARD,CITY OF LANCASTER,502.000000000000000,5.000000000000000,2.000000000000000,0.000000000000000,335,
72,466,6 WARD,CITY OF LANCASTER,601.000000000000000,6.000000000000000,1.000000000000000,830.000000000000000,336,
73,467,6 WARD,CITY OF LANCASTER,602.000000000000000,6.000000000000000,2.000000000000000,800.000000000000000,336,
74,468,6 WARD,CITY OF LANCASTER,603.000000000000000,6.000000000000000,3.000000000000000,0.000000000000000,336,
75,469,8 WARD,CITY OF LANCASTER,805.000000000000000,8.000000000000000,5.000000000000000,0.000000000000000,338,
76,470,8 WARD,CITY OF LANCASTER,806.000000000000000,8.000000000000000,6.000000000000000,0.000000000000000,338,
77,471,8 WARD,CITY OF LANCASTER,802.000000000000000,8.000000000000000,2.000000000000000,0.000000000000000,338,
78,472,8 WARD,CITY OF LANCASTER,803.000000000000000,8.000000000000000,3.000000000000000,0.000000000000000,338,
79,473,8 WARD,CITY OF LANCASTER,804.000000000000000,8.000000000000000,4.000000000000000,0.000000000000000,338,
80,474,7 WARD,CITY OF LANCASTER,701.000000000000000,7.000000000000000,1.000000000000000,0.000000000000000,337,
81,475,7 WARD,CITY OF LANCASTER,702.000000000000000,7.000000000000000,2.000000000000000,0.000000000000000,337,
82,476,7 WARD,CITY OF LANCASTER,706.000000000000000,7.000000000000000,6.000000000000000,0.000000000000000,337,
83,477,9 WARD,CITY OF LANCASTER,903.000000000000000,9.000000000000000,3.000000000000000,0.000000000000000,339,
84,478,9 WARD,CITY OF LANCASTER,901.000000000000000,9.000000000000000,1.000000000000000,0.000000000000000,339,
85,479,9 WARD,CITY OF LANCASTER,902.000000000000000,9.000000000000000,2.000000000000000,0.000000000000000,339,
86,480,9 WARD,CITY OF LANCASTER,905.000000000000000,9.000000000000000,5.000000000000000,0.000000000000000,339,
87,481,1,LANCASTER TOWNSHIP,5301.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
88,482,7 WARD,CITY OF LANCASTER,705.000000000000000,7.000000000000000,5.000000000000000,0.000000000000000,337,
89,483,6 WARD,CITY OF LANCASTER,605.000000000000000,6.000000000000000,5.000000000000000,0.000000000000000,336,
90,484,2,LANCASTER TOWNSHIP,5302.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
91,485,5,LANCASTER TOWNSHIP,5305.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
92,486,7,LANCASTER TOWNSHIP,5307.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
93,487,6,LANCASTER TOWNSHIP,5306.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
94,488,3,LANCASTER TOWNSHIP,5303.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
95,489,9,LANCASTER TOWNSHIP,5309.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340,
96,490,8 WARD,CITY OF LANCASTER,809.000000000000000,8.000000000000000,9.000000000000000,0.000000000000000,338,
97,491,7 WARD,CITY OF LANCASTER,703.000000000000000,7.000000000000000,3.000000000000000,0.000000000000000,337,
98,492,FRIENDLY,EAST HEMPFIELD TOWNSHIP,4905.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
99,493,W. Lancaster,MANOR TOWNSHIP,5806.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
100,494,11,MANHEIM TOWNSHIP,5711.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
101,495,19,MANHEIM TOWNSHIP,5719.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
102,496,10,MANHEIM TOWNSHIP,5710.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
103,497,LYNDON,WEST LAMPETER TOWNSHIP,5202.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
104,498,MILLPORT,WEST LAMPETER TOWNSHIP,5205.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
105,499,5108,EAST LAMPETER TOWNSHIP,5108.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
106,500,5106,EAST LAMPETER TOWNSHIP,5106.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
107,501,5104,EAST LAMPETER TOWNSHIP,5104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
108,502,5102,EAST LAMPETER TOWNSHIP,5102.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
109,503,5103,EAST LAMPETER TOWNSHIP,5103.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
110,504,5105,EAST LAMPETER TOWNSHIP,5105.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
111,505,5101,EAST LAMPETER TOWNSHIP,5101.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,310,
112,506,6 WARD,CITY OF LANCASTER,608.000000000000000,6.000000000000000,8.000000000000000,0.000000000000000,336,
113,507,6 WARD,CITY OF LANCASTER,604.000000000000000,6.000000000000000,4.000000000000000,0.000000000000000,336,
114,508,9,MANHEIM TOWNSHIP,5709.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
115,509,8,MANHEIM TOWNSHIP,5708.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
116,510,8 WARD,CITY OF LANCASTER,807.000000000000000,8.000000000000000,7.000000000000000,0.000000000000000,338,
117,511,7 WARD,CITY OF LANCASTER,707.000000000000000,7.000000000000000,7.000000000000000,0.000000000000000,337,
118,512,LOCUST,WEST LAMPETER TOWNSHIP,5204.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
119,513,WINDYHILL,WEST LAMPETER TOWNSHIP,5207.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
120,514,3 WARD,STRASBURG BOROUGH,2703.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,570,
121,515,LEOLA,UPPER LEACOCK TOWNSHIP,5503.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,360,
122,516,LEACOCK,UPPER LEACOCK TOWNSHIP,5502.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,360,
123,517,BARRCREST,EAST HEMPFIELD TOWNSHIP,4901.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
124,518,ROHRERSTOWN,EAST HEMPFIELD TOWNSHIP,4915.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
125,519,BETHEL,MANOR TOWNSHIP,5800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
126,520,4,MILLERSVILLE BOROUGH,2104.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,440,
127,521,3,MILLERSVILLE BOROUGH,2103.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,440,
128,522,1,MILLERSVILLE BOROUGH,2101.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,440,
129,523,HAMBRIGHT,MANOR TOWNSHIP,5801.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
130,524,LAKES,WEST LAMPETER TOWNSHIP,5206.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
131,525,WILLOW,WEST LAMPETER TOWNSHIP,5203.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,320,
132,526,NEW DANVILLE,PEQUEA TOWNSHIP,6301.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,510,
133,527,EAST,PROVIDENCE TOWNSHIP,6400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,520,
134,528,MARTICVILLE,MARTIC TOWNSHIP,5900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,430,
135,529,1,NEW HOLLAND BOROUGH,2501.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,480,
136,530,2,NEW HOLLAND BOROUGH,2502.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,480,
137,531,MANOR NEW EAST,MANOR TOWNSHIP,5807.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
138,532,LEISURE,MANOR TOWNSHIP,5803.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
139,533,HERSHEY MILL,MANOR TOWNSHIP,5808.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
140,534,INDIANTOWN,MANOR TOWNSHIP,5802.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
141,535,MANOR NEW,MANOR TOWNSHIP,5804.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,410,
142,536,12,MANHEIM TOWNSHIP,5712.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
143,537,6,MANHEIM TOWNSHIP,5706.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
144,538,18,MANHEIM TOWNSHIP,5718.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
145,539,5,MANHEIM TOWNSHIP,5705.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
146,540,4,MANHEIM TOWNSHIP,5704.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
147,541,17,MANHEIM TOWNSHIP,5717.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
148,542,HEMPLAND,EAST HEMPFIELD TOWNSHIP,4907.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
149,543,CHERRY HILL,EAST HEMPFIELD TOWNSHIP,4903.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
150,544,CHESTNUT RIDGE,EAST HEMPFIELD TOWNSHIP,4904.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
151,545,SPRING,EAST HEMPFIELD TOWNSHIP,4906.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
152,546,CHESTNUT HILL,WEST HEMPFIELD TOWNSHIP,5001.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
153,547,HIGHLAND PARK,WEST HEMPFIELD TOWNSHIP,5006.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
154,548,OYSTER POINT,WEST HEMPFIELD TOWNSHIP,5005.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
155,549,SALUNGA,WEST HEMPFIELD TOWNSHIP,5007.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
156,550,SILVER SPRINGS,WEST HEMPFIELD TOWNSHIP,5004.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
157,551,FARMDALE,WEST HEMPFIELD TOWNSHIP,5002.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,300,
158,552,9 WARD,COLUMBIA BOROUGH,1309.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110,
159,553,1 WARD,COLUMBIA BOROUGH,1301.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110,
160,554,4 WARD,COLUMBIA BOROUGH,1304.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110,
161,555,5 WARD,COLUMBIA BOROUGH,1305.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110,
162,556,7 WARD,COLUMBIA BOROUGH,1307.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110,
163,557,GAP,SALISBURY TOWNSHIP,6702.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,560,
164,558,CAMBRIDGE,SALISBURY TOWNSHIP,6701.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,560,
165,559,BLUE BALL,EAST EARL TOWNSHIP,4301.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,200,
166,560,FARMERSVILLE,WEST EARL TOWNSHIP,4402.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,210,
167,561,WEST EARL NORTH,WEST EARL TOWNSHIP,4403.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,210,
168,562,PLEASANT VIEW,EAST HEMPFIELD TOWNSHIP,4914.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
169,563,CENTERVILLE,EAST HEMPFIELD TOWNSHIP,4902.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
170,564,KINGS,EAST HEMPFIELD TOWNSHIP,4909.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
171,565,INDIAN SPRINGS,EAST HEMPFIELD TOWNSHIP,4908.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
172,566,SCOTLAND,EAST HEMPFIELD TOWNSHIP,4916.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
173,567,MILLCREEK,EAST HEMPFIELD TOWNSHIP,4912.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
174,568,LANDISVILLE,EAST HEMPFIELD TOWNSHIP,4911.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,290,
175,569,WEST,EAST PETERSBURG BOROUGH,1502.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,220,
176,570,NORTH,EAST PETERSBURG BOROUGH,1500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,220,
177,571,13,MANHEIM TOWNSHIP,5713.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
178,572,14,MANHEIM TOWNSHIP,5714.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
179,573,3,MANHEIM TOWNSHIP,5703.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
180,574,15,MANHEIM TOWNSHIP,5715.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
181,575,22,MANHEIM TOWNSHIP,5722.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
182,576,16,MANHEIM TOWNSHIP,5716.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
183,577,21,MANHEIM TOWNSHIP,5721.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
184,578,20,MANHEIM TOWNSHIP,5720.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
185,579,2 WARD 2 PRECINCT,LITITZ BOROUGH,1804.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,370,
186,580,2 WARD 1 PRECINCT,LITITZ BOROUGH,1803.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,370,
187,581,1 WARD 1 PRECINCT,LITITZ BOROUGH,1801.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,370,
188,582,1 WARD 2 PRECINCT,LITITZ BOROUGH,1802.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,370,
189,583,3 WARD 2 PRECINCT,LITITZ BOROUGH,1806.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,370,
190,584,WEST,AKRON BOROUGH,1102.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20,
191,585,MUDDY CREEK,BRECKNOCK TOWNSHIP,3002.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,40,
192,586,MURREL,EPHRATA TOWNSHIP,4702.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,270,
193,587,TROUT RUN,EPHRATA TOWNSHIP,4703.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,270,
194,588,REAMSTOWN,EAST COCALICO TOWNSHIP,3304.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,80,
195,589,STEVENS,EAST COCALICO TOWNSHIP,3303.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,80,
196,590,SWARTZVILLE,EAST COCALICO TOWNSHIP,3302.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,80,
197,591,REINHOLDS,WEST COCALICO TOWNSHIP,3401.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,90,
198,592,CLAY TOWNSHIP - SOUTH,CLAY TOWNSHIP,3202.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,70,
199,593,1 WARD,EPHRATA BOROUGH,1701.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,260,
200,594,2 WARD,EPHRATA BOROUGH,1702.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,260,
201,595,3 WARD,EPHRATA BOROUGH,1703.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,260,
202,596,JUNCTION,PENN TOWNSHIP,6201.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,500,
203,597,SOUTH PENN,PENN TOWNSHIP,6202.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,500,
204,598,1 WARD,MANHEIM BOROUGH,1901.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,400,
205,599,2,MARIETTA BOROUGH,2002.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,420,
206,600,MAYTOWN,EAST DONEGAL TOWNSHIP,3801.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,150,
207,601,MAYTOWN WEST,EAST DONEGAL TOWNSHIP,3803.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,150,
208,602,EAST,MOUNT JOY BOROUGH,2301.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,450,
209,603,WEST,MOUNT JOY BOROUGH,2303.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,450,
210,604,4,WEST DONEGAL TOWNSHIP,3904.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,160,
211,605,3,WEST DONEGAL TOWNSHIP,3903.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,160,
212,606,1,WEST DONEGAL TOWNSHIP,3901.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,160,
213,607,NEW HOLLAND BOROUGH,EARL TOWNSHIP,4202.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,190,
214,608,7,MANHEIM TOWNSHIP,5707.100000000000400,0.000000000000000,0.000000000000000,0.000000000000000,390,
215,609,2,MANHEIM TOWNSHIP,5702.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390,
216,610,8 WARD,CITY OF LANCASTER,801.000000000000000,8.000000000000000,1.000000000000000,0.000000000000000,338,
217,611,ELM TREE 1,RAPHO TOWNSHIP,6502.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,540,
218,612,3 WARD 2 PRECINCT,ELIZABETHTOWN BOROUGH,1604.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250,
219,613,2 WARD,ELIZABETHTOWN BOROUGH,1602.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250,
220,614,1 WARD,ELIZABETHTOWN BOROUGH,1601.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250,
221,615,3 WARD 3 PRECINCT,ELIZABETHTOWN BOROUGH,1605.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250,
222,616,3 WARD 1 PRECINCT,ELIZABETHTOWN BOROUGH,1603.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250,
